Protein	MapManNumer	Description	NA_1_1	NA_1_2	NA_1_3	NA_2_1	NA_2_2	NA_2_3	NA_3_1	NA_3_2	NA_3_3	CA_1_1	CA_1_2	CA_1_3	CA_2_1	CA_2_2	CA_2_3	CA_3_1	CA_3_2	CA_3_3	DA6_1_1	DA6_1_2	DA6_1_3	DA6_2_1	DA6_2_2	DA6_2_3	DA6_3_1	DA6_3_2	DA6_3_3	DA12_1_1	DA12_1_2	DA12_1_3	DA12_2_1	DA12_2_2	DA12_2_3	DA12_3_1	DA12_3_2	DA12_3_3	DA24_1_1	DA24_1_2	DA24_1_3	DA24_2_1	DA24_2_2	DA24_2_3	DA24_3_1	DA24_3_2	DA24_3_3
AT2G20280.1	GMM:27.3.99	RNA.regulation of transcription.unclassified	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-12.555220	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-11.977037	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT2G20420.1	GMM:8.1.6	TCA / organic transformation.TCA.succinyl-CoA ligase	0.040999	0.143038	0.330749	NaN	-0.134609	0.037734	0.142403	NaN	0.007560	-0.048480	NaN	0.137849	NaN	-0.045079	0.130026	NaN	-0.001506	0.004887	0.275984	-0.008708	NaN	-0.004653	-0.010161	NaN	-0.125410	0.271927	NaN	0.201519	0.156845	0.054699	-0.086292	-0.038916	0.077860	0.101624	0.144947	0.203708	0.017484	-0.196787	NaN	0.103733	0.235303	0.056820	0.221340	0.448942	0.067289
AT2G20450.1	GMM:29.2.1.2.2.14	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L14	0.121421	NaN	0.354970	NaN	0.075609	NaN	-0.088004	NaN	-0.037702	NaN	NaN	NaN	-0.091388	NaN	NaN	NaN	0.416027	NaN	NaN	-0.209540	NaN	NaN	NaN	0.028225	0.036654	0.132945	0.157828	0.509337	-0.006638	0.058807	-0.169408	NaN	NaN	NaN	NaN	0.208968	NaN	0.160279	NaN	NaN	NaN	NaN	0.077144	0.052718	NaN
AT2G20580.1	GMM:29.5.11.20	protein.degradation.ubiquitin.proteasom	NaN	NaN	NaN	-0.299458	-0.209803	NaN	NaN	0.294179	NaN	NaN	NaN	0.105318	0.109871	0.582727	NaN	0.190573	-0.254851	NaN	NaN	0.151086	NaN	-0.030396	NaN	NaN	NaN	NaN	NaN	0.060333	NaN	NaN	0.097954	0.388487	NaN	NaN	NaN	NaN	-9.623595	NaN	NaN	NaN	-0.065269	NaN	0.082988	0.212696	NaN
AT2G20610.1	GMM:16.5.1.1.4.2;GMM:13.2.6.2	secondary metabolism.sulfur-containing.glucosinolates.synthesis.shared.alkylthiohydroximate C-S lyase;amino acid metabolism.degradation.aromatic aa.tyrosine	NaN	NaN	NaN	NaN	NaN	NaN	-0.149393	NaN	NaN	-0.007269	NaN	NaN	NaN	NaN	NaN	NaN	-0.656745	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.025597	NaN	NaN	NaN	NaN	0.236595	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT2G20810.1	GMM:26.2	misc.UDP glucosyl and glucoronyl transferases	NaN	NaN	NaN	-12.875734	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT2G20890.1	GMM:29.3	protein.targeting	-0.124988	-0.159582	-0.196606	0.128023	0.095960	0.155239	0.061673	0.008745	-0.118385	NaN	-0.419937	-0.102479	0.098066	-0.043733	-0.006768	-0.082212	-0.029113	0.102264	-0.054580	-0.045048	0.070277	0.005627	0.066436	-0.078807	-0.003048	0.021128	0.003836	-0.111570	-0.126817	0.007146	0.233563	0.055026	-0.229892	-0.258920	-0.078133	-0.028309	-0.034299	-0.032749	-0.227776	0.328966	0.132241	0.013641	-0.067254	0.052935	0.118557
AT2G20900.1	GMM:11.3.5	lipid metabolism.phospholipid synthesis.diacylglycerol kinase	-0.565027	NaN	NaN	NaN	-0.388662	-12.391087	-12.605928	-0.366589	NaN	-0.503554	-0.552339	-12.305017	NaN	-0.487335	NaN	-0.478007	NaN	NaN	NaN	-0.409059	-0.653487	-0.146516	NaN	-12.279062	NaN	-12.505174	NaN	NaN	-12.625022	-0.260814	-0.179163	NaN	-12.116671	-0.051395	NaN	NaN	NaN	NaN	NaN	-0.354328	-12.402674	-12.220853	NaN	-0.311791	0.054071
AT2G20950.1	GMM:35.2	not assigned.unknown	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-8.589448	NaN	NaN	NaN
AT2G20960.1	GMM:35.1	not assigned.no ontology	0.092821	0.177378	NaN	0.172990	NaN	0.046862	NaN	-0.210085	0.282297	0.147243	0.180790	0.217751	NaN	0.042780	0.139154	0.015602	0.331635	-0.011594	NaN	NaN	0.108278	0.353399	0.037549	0.147747	NaN	-0.050232	0.081416	NaN	0.124851	NaN	NaN	-0.010096	-0.347850	0.286724	NaN	0.273520	NaN	-0.154369	-0.102362	-0.233715	-0.005694	NaN	-0.008456	0.207100	NaN
AT2G21060.1	GMM:27.3.75	RNA.regulation of transcription.GRP	NaN	NaN	0.309772	NaN	NaN	NaN	NaN	NaN	-0.071324	NaN	NaN	-0.065000	NaN	NaN	NaN	0.373702	0.156118	NaN	NaN	-0.021805	NaN	NaN	-0.182292	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.005583	NaN	NaN	0.311474	NaN	NaN	NaN	NaN	NaN	-0.263508	NaN	0.453417	NaN
AT2G21130.1	GMM:31.3.1	cell.cycle.peptidylprolyl isomerase	-12.400556	-9.879889	-10.580607	NaN	NaN	NaN	0.636322	NaN	NaN	NaN	NaN	0.147697	0.235691	NaN	NaN	NaN	NaN	0.348607	-11.616372	NaN	NaN	NaN	NaN	0.374513	NaN	NaN	NaN	NaN	-0.402210	NaN	-11.619560	0.131199	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT2G21160.1			NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.070476	-0.325845	NaN	0.403573	NaN	NaN	NaN	NaN	NaN	NaN	0.236135	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.014913	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT2G21170.1	GMM:1.3.5	PS.calvin cycle.TPI	0.051843	0.048709	0.105679	0.052388	0.000424	-0.025655	0.012975	0.100498	-0.198807	0.019717	0.036685	0.064422	0.128803	-0.011871	-0.200829	-0.005632	0.011817	0.051764	-0.048599	-0.021544	-0.037934	-0.054737	0.053570	-0.105582	-0.078917	0.027010	-0.108295	-0.149854	-0.034307	-0.150539	0.378685	-0.032753	0.074345	-0.118136	-0.060248	-0.132678	0.087134	0.022710	-0.007351	-0.062784	0.036907	-0.290301	0.840678	-0.055573	0.577042
AT2G21250.1	GMM:3.5	minor CHO metabolism.others	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.106636	NaN	NaN	-0.102084	NaN	-0.122444	NaN	-0.146994	NaN	-0.081665	NaN	NaN	NaN	-0.188991	NaN	0.172300	NaN	NaN	NaN	NaN	NaN	-0.006543	0.039456	NaN	-0.103958	NaN	NaN	0.366266	NaN
AT2G21280.1	GMM:31.2.5	cell.division.plastid	NaN	NaN	NaN	NaN	-0.062662	0.201747	0.130602	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.294039	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.426938	NaN	-0.152193	NaN	NaN	NaN	0.130138	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.128039	NaN
AT2G21330.1	GMM:1.3.6	PS.calvin cycle.aldolase	-0.205013	-0.113616	-0.105735	-0.105674	-0.019796	0.043522	-0.044948	0.113364	0.037219	-0.272837	-0.310423	-0.221112	-0.222805	-0.125001	-0.117148	-0.113008	-0.044988	-0.202702	-0.087594	-0.016131	-0.047532	-0.296833	-0.116334	-0.076157	0.037455	-0.000057	-0.041261	-0.146720	-0.044695	-0.056402	-0.071229	0.002525	0.043193	-0.082504	-0.136127	-0.089282	0.110340	0.124500	0.058894	-0.017278	-0.019020	0.068814	-0.134381	-0.022282	-0.181295
AT2G21450.1	GMM:27.3.44	RNA.regulation of transcription.chromatin remodeling factors	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-11.603373	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-11.514154	NaN	-11.585576	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.880772	NaN	NaN	NaN	-11.060371	NaN	NaN	NaN	NaN	NaN
AT2G21510.1	GMM:20.2.1	stress.abiotic.heat	-0.679215	-0.702456	-0.801122	NaN	-0.606873	NaN	-0.677320	NaN	NaN	-0.837724	NaN	-0.984502	-1.096943	NaN	NaN	-1.060232	NaN	-0.763906	-0.776372	-1.065148	-0.913453	-1.124526	-1.106240	-1.135462	NaN	-1.001004	NaN	-0.969508	-1.169040	NaN	-1.088128	-1.099905	NaN	NaN	-1.046626	NaN	-0.938319	NaN	NaN	-0.978177	-0.715190	NaN	NaN	NaN	NaN
AT2G21530.1			-9.840353	0.012665	NaN	0.184396	0.317584	0.294773	0.036074	0.360673	0.279486	0.056350	-5.098805	NaN	0.045182	-0.026501	0.387065	NaN	-0.207657	-0.146787	NaN	-0.008624	-0.043726	NaN	-0.041717	0.436287	0.050876	NaN	0.636281	0.134517	0.016372	0.141058	0.180274	-0.203926	0.160462	-0.170192	NaN	0.393280	NaN	0.109000	-0.338132	NaN	NaN	0.509293	0.107607	0.220466	NaN
AT2G21590.1	GMM:2.1.2.1	major CHO metabolism.synthesis.starch.AGPase	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-9.594045	NaN	NaN	0.239614	NaN	NaN	NaN	0.417640	NaN	NaN	NaN	0.104793	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.547600	0.372248	NaN	NaN	NaN	NaN	NaN	NaN	-1.361703	-0.014704	NaN	-7.947705
AT2G21660.1	GMM:27.4	RNA.RNA binding	-7.189099	-0.661735	-0.706116	-0.742930	-0.714862	-0.911044	-1.104823	-1.224598	-1.016921	0.652598	0.623887	0.497070	0.498189	0.466982	-0.707363	0.553282	0.588615	0.512908	0.475735	0.270505	0.272981	0.187842	0.259920	0.252065	0.328207	0.262682	0.337612	0.083709	0.042936	0.246055	0.074944	0.043143	0.028432	-0.008399	0.028083	0.052710	-0.585786	-0.530457	-0.438400	-0.359423	-0.455785	-0.389407	-0.248035	-0.413384	-0.162723
AT2G21870.1			0.295543	0.010387	0.093833	0.154399	-0.116414	-0.465950	0.307331	-0.091194	0.059549	0.209921	-0.006543	0.228433	0.090976	-10.298578	-0.799883	0.058601	NaN	-0.642770	-5.388339	-0.147044	-0.271037	-5.869324	NaN	0.158528	-0.003203	0.087146	0.066547	-0.209643	0.300334	-0.152123	0.002133	-5.207682	-0.591801	-0.003904	0.014189	-0.019177	0.002670	-0.095804	0.205572	0.200311	-0.089608	-5.643644	-5.592284	0.271175	0.304331
AT2G22125.1	GMM:35.1.19	not assigned.no ontology.C2 domain-containing protein	NaN	NaN	NaN	3.051653	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.524990	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.136494	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT2G22140.1	GMM:35.2	not assigned.unknown	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-11.051966	NaN
AT2G22170.1			NaN	0.591379	0.557787	NaN	1.033075	NaN	NaN	NaN	NaN	NaN	NaN	0.299080	0.388732	0.927606	NaN	0.272667	0.489591	0.491659	0.344990	NaN	0.236572	NaN	NaN	NaN	0.804130	0.336998	0.348225	0.539706	NaN	0.233515	NaN	0.171059	0.408384	NaN	NaN	NaN	0.208582	0.160543	NaN	0.299051	0.988514	0.569035	0.542532	0.364654	NaN
AT2G22230.1	GMM:11.1.5	lipid metabolism.FA synthesis and FA elongation.beta hydroxyacyl ACP dehydratase	NaN	-0.256762	NaN	NaN	0.097114	NaN	-0.031647	-0.064732	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.080028	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.476559	NaN	NaN	NaN	NaN	NaN	-0.013557	NaN	NaN	NaN	-0.169877	NaN	-0.205223	0.107206	NaN	NaN	NaN	-0.538972	-0.176296	NaN	NaN
AT2G22330.1	GMM:26.10;GMM:16.5.1.1.3.2	misc.cytochrome P450;secondary metabolism.sulfur-containing.glucosinolates.synthesis.indole.CYP79B3 monooxygenase	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-3.737435	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT2G22340.1			NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT2G22540.1	GMM:33.99	development.unspecified	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-13.091065	NaN	NaN	NaN	-10.758135	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT2G22570.1	GMM:16.2	secondary metabolism.phenylpropanoids	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT2G22600.1			NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.352413
AT2G22610.1	GMM:31.1	cell.organisation	NaN	NaN	NaN	NaN	NaN	-7.486702	NaN	NaN	NaN	NaN	-7.907481	NaN	NaN	NaN	-7.394410	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-7.959460	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT2G23110.1			NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT2G23120.1			NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.633022	-0.856725	NaN	NaN	0.435404	NaN	0.182781	NaN	NaN	NaN	NaN	NaN	NaN	0.023262	NaN	0.307097	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.536702	0.211764	NaN	NaN	NaN	NaN	0.039107	NaN	NaN	0.154451	NaN
AT2G23220.1	GMM:26.10	misc.cytochrome P450	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-10.411361	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT2G23300.1	GMM:30.2.3	signalling.receptor kinases.leucine rich repeat III	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT2G23350.1	GMM:27.1	RNA.processing	NaN	NaN	NaN	0.315989	NaN	NaN	NaN	NaN	-0.026701	NaN	NaN	NaN	NaN	NaN	NaN	0.022955	-10.228035	NaN	0.129289	0.110442	0.416263	-0.166001	NaN	NaN	NaN	0.212341	NaN	NaN	0.296077	NaN	NaN	0.268414	NaN	0.237815	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.243656	0.248896	NaN	NaN
AT2G23450.1	GMM:30.2.25	signalling.receptor kinases.wall associated kinase	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.518932	-0.259695	NaN	NaN	NaN	NaN	NaN	NaN	-0.425311	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.443473	NaN	NaN	NaN	NaN	NaN	-1.320144	NaN	NaN	NaN	0.064037	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.792225
AT2G23670.1			-0.172122	-0.105648	0.164859	NaN	0.212609	0.154875	NaN	NaN	0.068003	-0.153345	-0.120803	0.068368	-0.399202	-0.073738	0.247167	-0.135117	0.096785	NaN	-0.310965	NaN	-0.023862	0.034909	NaN	0.397808	-0.011237	-0.143357	-0.060177	-0.199498	NaN	NaN	-0.122662	0.089442	0.277933	NaN	-0.199258	NaN	NaN	0.068742	-0.144236	NaN	NaN	NaN	NaN	NaN	NaN
AT2G23890.1	GMM:35.1	not assigned.no ontology	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-10.459333	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT2G24020.1			0.094317	0.359150	-0.020873	NaN	-0.338910	0.106348	NaN	NaN	1.643274	NaN	NaN	NaN	NaN	NaN	0.198640	NaN	0.187269	-0.097542	NaN	0.267159	NaN	NaN	0.087028	NaN	-8.037757	0.332098	-0.142685	-0.263044	0.068494	-0.315715	-0.007284	-0.112051	-0.129924	NaN	0.055634	-0.165662	NaN	0.184763	0.152528	1.591206	NaN	1.043307	NaN	0.484705	0.282376
AT2G24060.1	GMM:29.2.3	protein.synthesis.initiation	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.292399	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.039108	0.442660	-10.675294	-0.144116	NaN	NaN	-0.088972	NaN	NaN	-0.217377	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT2G24090.1	GMM:29.2.1.1.3.2.35	protein.synthesis.ribosomal protein.prokaryotic.unknown organellar.50S subunit.L35	-0.417678	NaN	NaN	0.285631	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.316307	NaN	NaN	NaN	NaN	NaN	-0.034633	NaN	NaN	NaN	NaN	NaN	-0.509656	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.291212	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT2G24200.1	GMM:29.5	protein.degradation	NaN	-12.409207	-0.112732	0.168976	0.187906	0.007857	0.143211	-0.146032	-0.033597	0.433120	-0.080161	0.203269	-4.931677	-0.137513	-0.029488	0.012855	-5.757020	0.225495	-6.398461	NaN	0.333739	0.251720	0.038925	-0.104128	0.253929	0.165099	0.171805	0.213889	-5.022308	0.150151	0.173664	0.186680	0.247920	0.146879	-0.032903	0.247019	0.183740	0.091503	-0.179469	0.109304	0.111644	0.208782	0.248251	-0.224673	0.008961
AT2G24270.1	GMM:4.1.9	glycolysis.cytosolic branch.non-phosphorylating glyceraldehyde 3-phosphate dehydrogenase (NPGAP-DH)	NaN	NaN	0.113824	0.048361	0.049481	0.062975	0.210892	0.210478	0.110244	0.022179	0.061988	-0.185855	-0.100212	-0.122316	0.042298	-0.057463	0.263751	-0.009515	0.318596	0.086149	-0.076859	-0.043657	0.034083	0.122701	NaN	0.239268	-0.097845	-0.166701	0.188458	0.201717	-0.028117	-0.052235	0.059208	0.267769	-0.172477	0.301972	0.370562	0.211326	-9.652639	-0.000274	0.173126	0.207221	-0.095513	0.031714	0.156002
AT2G24280.1	GMM:29.5	protein.degradation	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.241142	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT2G24580.1	GMM:13.1.5.2.41	amino acid metabolism.synthesis.serine-glycine-cysteine group.glycine.sarcosine oxidase	NaN	NaN	NaN	NaN	0.602402	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.573024	NaN	NaN	NaN	NaN	NaN	NaN	0.213017	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT2G24680.1	GMM:27.3.41	RNA.regulation of transcription.B3 transcription factor family	NaN	NaN	NaN	-2.692676	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-10.190076	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-9.674558	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT2G24940.1	GMM:21.2	redox.ascorbate and glutathione	-0.056550	0.228336	-0.001286	-0.030814	NaN	-5.507207	0.005555	-0.109276	-0.103171	0.315022	0.066803	0.280401	-0.296829	-0.146734	0.158096	0.104858	0.161427	NaN	NaN	0.035675	0.080928	NaN	NaN	-5.826897	-0.132936	NaN	0.122113	-5.912828	0.222270	NaN	-0.274868	0.188955	-0.060278	0.060795	-0.030805	NaN	NaN	0.198873	-0.097200	0.181310	0.130712	0.140007	0.039657	0.169602	-0.034638
AT2G25060.1	GMM:26.19	misc.plastocyanin-like	-0.139281	NaN	NaN	0.366072	NaN	-7.578030	NaN	NaN	NaN	0.214229	NaN	NaN	NaN	NaN	-7.485738	NaN	NaN	-0.086424	NaN	NaN	NaN	NaN	NaN	-10.818720	NaN	-0.024315	NaN	NaN	NaN	NaN	-0.316993	NaN	NaN	-10.647434	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT2G25080.1	GMM:21.2	redox.ascorbate and glutathione	NaN	NaN	-0.094283	0.120959	NaN	NaN	0.053012	NaN	0.279461	NaN	0.035260	NaN	NaN	0.286070	0.061719	0.281073	0.306674	NaN	-11.814445	NaN	0.352667	-0.190811	NaN	NaN	-0.188740	NaN	-0.041045	NaN	NaN	-0.074496	-0.255740	NaN	0.467085	NaN	NaN	0.260921	NaN	NaN	0.064655	-0.208884	0.204217	-0.049117	-0.139212	NaN	0.019009
AT2G25160.1	GMM:26.10	misc.cytochrome P450	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-11.450169	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.218328	NaN	NaN	-0.254928	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.620811	-0.740004	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AT2G25450.1	GMM:17.5.1;GMM:16.5.1.1.1.13	hormone metabolism.ethylene.synthesis-degradation;secondary metabolism.sulfur-containing.glucosinolates.synthesis.aliphatic.2-oxoglutarate-dependent dioxygenase	NaN	0.037455	NaN	-0.038240	NaN	NaN	-0.370987	NaN	NaN	NaN	NaN	NaN	0.487559	NaN	NaN	0.439455	NaN	NaN	NaN	-0.154165	-9.557658	NaN	NaN	NaN	0.078158	NaN	NaN	NaN	NaN	NaN	0.109788	NaN	NaN	0.657298	NaN	NaN	0.577235	0.180600	NaN	NaN	NaN	NaN	0.299246	NaN	NaN
AT2G25560.1	GMM:20.2.1	stress.abiotic.heat	-0.080453	-0.001509	0.033864	-0.000493	-0.064476	0.125514	0.109366	0.093578	0.105202	-0.136275	-0.037253	-0.030418	-0.063992	0.001576	-0.135258	-0.046438	-0.008179	0.031620	0.017382	-0.030498	0.054500	-0.041449	-0.002816	-0.114385	-0.036685	0.012563	0.066422	-0.141667	0.060552	0.125066	0.004611	0.047867	-0.001789	0.092897	0.043370	-0.064841	0.206768	0.205155	0.160449	0.193858	0.255961	0.290205	0.179078	0.242844	0.237419
AT2G25600.1	GMM:34.15	transport.potassium	NaN	NaN	NaN	NaN	1.516324	1.199228	NaN	NaN	1.589806	NaN	1.728964	NaN	NaN	NaN	1.291520	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.646027	NaN	NaN	NaN	NaN	NaN	NaN	1.819427	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.094466	2.511658	NaN	NaN	NaN
AT2G25630.1	GMM:26.3	misc.gluco-, galacto- and mannosidases	0.177355	0.512520	NaN	NaN	NaN	NaN	0.095515	NaN	-0.165289	NaN	NaN	NaN	0.231996	NaN	NaN	NaN	NaN	-0.252493	NaN	-0.316933	NaN	NaN	NaN	NaN	0.011419	0.045521	0.239147	NaN	NaN	NaN	NaN	NaN	-0.067896	-0.216050	0.113197	-0.011839	0.012621	0.292112	NaN	NaN	-0.099979	0.107837	NaN	NaN	-0.059743
